Student_ID,Age,Gender,State,Branch,College_Tier,CGPA,Attendance_Percentage,DSA_Problems_Solved,Aptitude_Score,Communication_Score,Projects_Count,Internships_Count,Certifications_Count,Open_Source_Contributions,GitHub_Contributions,LinkedIn_Activity_Score,Hackathons_Participated,Competitive_Programming_Rating,Study_Hours_Per_Week,Soft_Skills_Score,Leadership_Experience,Extracurricular_Activities,Placement_Status,Package_LPA
ST08715,18,Male,Jharkhand,Chemical,Tier-2,7.99,69.74,96,63,45,1,3,1,63,256,44,3,609,25,48,No,1,Placed,7.86
ST08716,18,Male,Uttar Pradesh,IT,Tier-2,7.87,61.1,195,36,65,3,0,4,174,621,34,1,1647,13,64,No,4,Placed,6.84
ST08717,20,Male,Karnataka,EEE,Tier-3,8.16,78.8,97,46,51,4,3,2,28,161,49,1,572,17,45,No,0,Not Placed,0
ST08718,19,Female,Tamil Nadu,IT,Tier-3,8.07,68.82,253,31,20,5,3,3,380,946,2,2,1963,18,37,No,4,Not Placed,0
ST08719,21,Male,Tamil Nadu,ECE,Tier-2,8.38,76.24,126,60,36,5,1,4,98,279,6,4,714,23,50,No,1,Placed,3.16
ST08720,19,Male,Kerala,ECE,Tier-2,7.04,74.49,150,31,45,4,0,7,56,263,26,3,856,7,55,Yes,4,Not Placed,0
ST08721,22,Male,Odisha,CSE,Tier-1,8.41,75.69,273,57,54,7,2,2,142,570,29,5,2279,30,43,Yes,2,Placed,35.25
ST08722,21,Female,Karnataka,IT,Tier-2,7.91,79.81,237,44,41,4,2,4,147,932,22,2,1340,21,38,No,2,Placed,9.75
ST08723,22,Male,Maharashtra,CSE,Tier-3,8.04,72.26,188,37,46,4,2,3,79,353,0,6,1485,28,45,No,2,Placed,8.37
ST08724,22,Male,Haryana,AIML,Tier-2,7.6,73.71,183,27,69,6,0,7,98,384,41,3,1362,25,69,No,3,Not Placed,0
ST08725,21,Female,Andhra Pradesh,IT,Tier-1,8.16,72.38,379,51,51,3,2,7,115,580,32,2,1844,32,41,No,3,Placed,10.61
ST08726,24,Male,Rajasthan,Mechanical,Tier-1,6.88,78.4,143,32,80,4,0,4,46,351,22,2,758,0,69,No,3,Placed,7.08
ST08727,25,Male,Tamil Nadu,CSE,Tier-3,7.75,65.25,165,15,65,4,0,5,106,692,15,4,1275,22,64,No,1,Not Placed,0
ST08728,21,Male,Karnataka,CSE,Tier-2,8.53,79.75,201,74,52,5,3,7,71,1240,37,3,1323,18,52,Yes,3,Placed,20.37
ST08729,19,Male,Tamil Nadu,AIML,Tier-3,8.75,88.57,215,54,48,6,0,3,104,882,52,3,1552,14,61,Yes,3,Placed,12.59
ST08730,21,Male,Maharashtra,Mechanical,Tier-1,7.64,77.59,164,51,76,5,1,3,42,212,24,0,714,22,66,No,2,Placed,5.45
ST08731,20,Male,Uttar Pradesh,AIML,Tier-2,9.02,74.48,279,42,42,7,1,2,140,802,13,3,1785,16,37,No,0,Placed,21.04
ST08732,21,Male,Maharashtra,Mechanical,Tier-2,7.36,75.71,103,24,32,2,2,2,32,428,6,2,501,19,29,Yes,7,Not Placed,0
ST08733,21,Female,Telangana,IT,Tier-2,8.09,71.11,261,39,29,3,3,7,76,605,15,1,1673,24,43,No,1,Placed,20.12
ST08734,21,Male,Punjab,IT,Tier-1,7.8,82.4,332,59,64,5,4,6,107,544,55,6,2140,18,63,Yes,1,Placed,21.21
ST08735,22,Male,Maharashtra,IT,Tier-3,8.43,79.97,220,33,35,1,0,8,82,391,40,4,1923,24,24,No,1,Placed,12.12
ST08736,20,Female,Madhya Pradesh,ECE,Tier-3,7.52,75.04,233,42,7,1,2,7,56,551,0,4,838,31,15,Yes,5,Placed,7.89
ST08737,21,Female,Maharashtra,IT,Tier-3,6.84,81.57,193,27,72,1,4,7,124,897,31,3,1646,6,58,Yes,3,Placed,6.78
ST08738,20,Male,West Bengal,IT,Tier-1,8.63,77.94,272,42,96,7,1,9,121,494,61,2,1905,12,70,Yes,4,Placed,21.43
ST08739,22,Male,Karnataka,Chemical,Tier-2,7.08,62.24,109,55,47,2,0,3,35,206,7,3,612,18,48,No,2,Not Placed,0
ST08740,22,Male,Haryana,Mechanical,Tier-2,7.77,75.09,151,53,95,4,1,2,33,208,40,4,844,6,83,No,2,Placed,3.25
ST08741,18,Female,Maharashtra,Civil,Tier-3,5.91,66.77,42,37,51,4,0,2,28,107,48,1,442,12,52,Yes,8,Not Placed,0
ST08742,22,Female,Uttar Pradesh,Civil,Tier-3,8.05,75.38,204,51,63,3,0,4,51,416,23,1,892,25,49,Yes,4,Not Placed,0
ST08743,20,Male,Odisha,ECE,Tier-2,5.91,72.18,91,20,63,6,1,5,55,260,21,1,664,1,53,No,0,Not Placed,0
ST08744,22,Male,Maharashtra,Mechanical,Tier-2,7.08,77.34,74,58,54,2,0,5,44,284,0,0,474,18,46,No,3,Not Placed,0
ST08745,21,Male,Rajasthan,ECE,Tier-3,6.19,62.02,132,28,34,1,1,1,49,269,28,1,566,12,38,No,3,Placed,7.42
ST08746,21,Female,Gujarat,EEE,Tier-1,6.8,71.69,272,48,65,1,0,4,83,479,40,3,1104,4,61,Yes,3,Placed,10.48
ST08747,22,Male,Tamil Nadu,Mechanical,Tier-2,7.47,72.32,118,64,33,1,2,1,,359,0,1,647,33,46,No,1,Not Placed,0
ST08748,23,Male,Maharashtra,EEE,Tier-1,7.18,74.27,148,29,36,5,4,1,56,363,45,2,745,12,45,Yes,7,Placed,12
ST08749,22,Male,Haryana,ECE,Tier-3,7.98,78.25,159,27,34,3,1,1,54,319,34,0,773,34,49,No,0,Not Placed,0
ST08750,21,Female,Madhya Pradesh,CSE,Tier-2,7.29,72.66,196,43,62,2,0,5,212,619,55,2,1112,9,48,Yes,7,Not Placed,0
ST08751,22,Female,Maharashtra,Chemical,Tier-2,7.64,65.73,181,42,54,2,1,3,118,442,21,0,586,16,49,No,5,Placed,3.48
ST08752,21,Male,Haryana,CSE,Tier-3,6.66,70.46,161,41,35,4,0,2,80,385,31,2,1451,10,56,No,1,Placed,8.53
ST08753,22,Female,Haryana,CSE,Tier-3,7.99,83.52,257,35,58,5,1,4,255,818,41,3,1784,11,57,No,2,Placed,7.34
ST08754,23,Male,Andhra Pradesh,CSE,Tier-2,7.66,66.5,193,35,65,6,1,2,97,1012,25,3,1209,19,58,No,3,Placed,11.11
ST08755,20,Female,Punjab,EEE,Tier-3,7.8,84.29,247,37,33,0,4,1,57,365,28,0,697,8,49,No,3,Placed,4.15
ST08756,20,Female,Maharashtra,IT,Tier-2,8.15,64.05,235,56,45,4,0,8,196,737,3,5,1627,22,54,No,1,Placed,5.69
ST08757,20,Male,Telangana,Civil,Tier-3,8.08,77.07,287,53,50,4,2,0,65,470,27,3,912,9,50,Yes,4,Not Placed,0
ST08758,20,Male,Odisha,EEE,Tier-3,7.7,70.14,138,43,47,3,4,3,110,329,40,1,751,13,54,Yes,1,Placed,9.25
ST08759,21,Male,Punjab,Mechanical,Tier-2,7.65,74.12,109,77,37,1,2,2,63,230,33,3,725,31,40,Yes,4,Placed,8.22
ST08760,20,Female,Tamil Nadu,CSE,Tier-2,8.44,81.89,220,63,58,7,4,6,69,523,,2,1748,7,51,Yes,3,Placed,21.29
ST08761,21,Male,Delhi,IT,Tier-2,7.64,80.79,421,31,52,4,4,2,267,909,11,2,2373,4,47,No,1,Placed,21.96
ST08762,19,Male,Karnataka,EEE,Tier-3,7,81.14,72,35,49,2,0,3,42,479,35,2,604,10,49,No,2,Not Placed,0
ST08763,20,Male,Karnataka,CSE,Tier-2,8.28,65.42,194,69,28,8,3,3,105,364,33,1,1867,10,39,Yes,6,Placed,5.86
ST08764,22,Male,Karnataka,IT,Tier-1,8.64,71.26,267,41,74,6,3,1,95,734,51,5,1631,31,71,Yes,2,Placed,41.47
ST08765,21,Male,Karnataka,Mechanical,Tier-3,7.31,69.13,121,76,52,6,0,5,30,189,23,1,715,10,46,No,1,Placed,3.84
ST08766,21,Female,Telangana,Mechanical,Tier-3,7.88,69.69,141,46,65,6,3,2,43,225,34,1,621,23,62,No,1,Not Placed,0
ST08767,22,Male,Tamil Nadu,Civil,Tier-2,7.89,77.96,179,53,65,3,0,3,53,390,18,3,564,21,65,No,3,Placed,6.31
ST08768,25,Male,Punjab,ECE,Tier-1,7.83,80.36,172,43,80,5,3,0,68,281,50,0,713,16,76,Yes,3,Placed,7.22
ST08769,21,Male,Madhya Pradesh,AIML,Tier-2,6.25,56.75,159,13,54,5,0,6,,515,23,3,1165,20,55,No,1,Placed,6.65
ST08770,19,Female,Telangana,Civil,Tier-2,6.56,63.1,248,46,34,2,0,1,53,422,0,1,954,6,46,Yes,7,Not Placed,0
ST08771,19,Male,Karnataka,Chemical,Tier-3,7.04,71.08,144,29,62,2,0,3,35,335,9,1,869,17,64,No,5,Not Placed,0
ST08772,24,Male,Assam,ECE,Tier-2,7.54,73.78,97,45,50,4,0,3,29,672,27,2,756,5,48,No,0,Placed,2.76
ST08773,22,Male,Maharashtra,CSE,Tier-3,6.35,81.11,165,50,56,5,1,2,72,1058,25,3,1682,15,47,Yes,4,Placed,9.35
ST08774,22,Male,Andhra Pradesh,AIML,Tier-2,5.72,59.4,168,34,43,2,1,1,46,843,37,0,1457,0,43,No,5,Not Placed,0
ST08775,22,Male,Karnataka,Mechanical,Tier-3,7.26,69.14,81,24,55,1,3,3,86,256,64,0,716,16,45,No,1,Placed,3.75
ST08776,20,Male,Bihar,CSE,Tier-3,7.36,82.38,230,35,28,6,0,1,80,557,26,3,1750,33,42,Yes,1,Placed,13.19
ST08777,21,Male,Tamil Nadu,AIML,Tier-3,8.09,71.96,173,19,64,3,5,6,206,732,54,2,949,6,59,No,3,Placed,6.06
ST08778,22,Male,Odisha,IT,Tier-2,9.14,84.03,425,43,56,6,1,2,112,959,0,3,2206,13,52,Yes,2,Placed,22.21
ST08779,23,Male,Chhattisgarh,Mechanical,Tier-3,6.2,66.22,184,34,59,2,0,1,44,275,37,4,903,29,40,No,2,Not Placed,0
ST08780,20,Male,Bihar,ECE,Tier-2,7.79,72.76,140,44,41,1,1,3,78,406,28,1,721,10,46,Yes,4,Placed,7.61
ST08781,21,Female,Punjab,ECE,Tier-2,9.52,84.12,153,54,54,5,1,1,50,327,28,1,792,30,59,No,2,Placed,9.86
ST08782,20,Male,Rajasthan,Mechanical,Tier-2,6.38,68.16,132,31,63,5,0,5,41,387,4,3,775,28,48,No,2,Not Placed,0
ST08783,24,Male,Odisha,Mechanical,Tier-2,6.67,65.8,90,38,62,1,0,6,34,415,18,5,646,11,55,No,1,Not Placed,0
ST08784,20,Other,Karnataka,IT,Tier-3,8.18,80.73,169,33,53,6,0,8,156,454,0,2,1077,12,62,No,1,Placed,11.67
ST08785,22,Male,Punjab,CSE,Tier-2,7.66,67.85,243,32,45,7,1,1,118,895,38,1,1660,26,58,No,0,Placed,10.12
ST08786,20,Male,Maharashtra,CSE,Tier-1,7.98,80.48,355,34,62,13,4,3,98,534,32,5,2166,24,57,No,2,Placed,38.52
ST08787,21,Male,Uttar Pradesh,CSE,Tier-3,7.88,72.39,209,84,44,2,3,7,85,520,26,1,1749,16,41,No,1,Placed,23.82
ST08788,22,Female,Uttar Pradesh,CSE,Tier-1,8.38,70.06,311,56,40,4,2,7,147,661,58,3,2065,7,44,No,2,Placed,11.4
ST08789,20,Male,Assam,ECE,Tier-3,7.71,80.23,81,69,39,1,2,3,59,298,13,1,456,16,47,No,0,Placed,4.57
ST08790,22,Male,Tamil Nadu,CSE,Tier-3,7.81,71.56,252,34,44,5,0,4,115,1257,4,1,1480,31,49,No,1,Placed,10.52
ST08791,23,Female,Andhra Pradesh,Mechanical,Tier-3,6.33,68.53,92,21,41,2,0,0,27,161,44,0,721,20,49,No,6,Not Placed,0
ST08792,23,Male,West Bengal,CSE,Tier-3,8.18,61.96,206,28,48,7,1,1,65,509,45,3,1857,17,49,No,1,Placed,1.59
ST08793,20,Male,West Bengal,Chemical,Tier-2,8.83,69.69,169,38,60,3,0,2,74,403,59,3,655,20,58,No,1,Placed,9.21
ST08794,22,Male,Maharashtra,CSE,Tier-2,8.44,84.76,229,37,55,3,1,8,205,587,53,2,1386,24,49,No,3,Placed,21.9
ST08795,21,Male,Andhra Pradesh,IT,Tier-2,7.92,76.33,232,36,49,2,3,6,156,656,4,3,1664,16,51,No,2,Placed,10.35
ST08796,21,Male,West Bengal,Mechanical,Tier-1,9.35,87.62,345,47,76,4,5,3,99,714,36,3,1143,16,70,Yes,2,Placed,11.12
ST08797,21,Male,Madhya Pradesh,Civil,Tier-2,7.66,73.49,144,46,38,3,0,4,54,277,6,3,607,17,42,No,1,Placed,7.59
ST08798,21,Male,Odisha,CSE,Tier-2,8.34,76.9,290,55,43,6,1,4,92,659,32,3,2300,25,39,No,0,Placed,10.96
ST08799,20,Male,Karnataka,Mechanical,Tier-3,8.79,89.43,152,57,33,5,4,5,69,301,40,1,668,29,44,No,3,Not Placed,0
ST08800,21,Male,Karnataka,Mechanical,Tier-2,7.19,75.66,170,75,62,1,0,3,38,930,11,4,708,24,58,No,2,Placed,6.27
ST08801,20,Female,Gujarat,ECE,Tier-3,8.46,88.27,145,43,56,3,2,3,42,366,46,1,614,24,57,No,1,Placed,5.09
ST08802,20,Male,Telangana,EEE,Tier-2,6.54,67.4,170,59,61,2,2,5,52,327,36,2,822,17,52,No,2,Placed,8.9
ST08803,19,Male,Rajasthan,IT,Tier-2,6.77,69.58,214,49,81,5,2,3,88,435,45,2,1287,0,69,No,0,Placed,6.19
ST08804,20,Male,Haryana,IT,Tier-3,6.51,65.15,176,48,38,4,0,5,69,645,30,2,860,27,50,No,2,Placed,3.12
ST08805,22,Male,Maharashtra,CSE,Tier-2,5.67,71.71,178,34,56,5,2,3,50,739,72,2,1086,16,60,Yes,1,Placed,6.6
ST08806,21,Male,Kerala,CSE,Tier-3,6.74,64.96,161,37,57,4,3,6,58,364,58,2,1451,0,56,No,1,Not Placed,0
ST08807,18,Female,Tamil Nadu,ECE,Tier-1,7.82,86.54,198,66,58,2,0,4,44,484,40,3,770,3,61,No,2,Placed,13.73
ST08808,22,Male,Odisha,CSE,Tier-2,7.24,61.47,256,67,64,5,1,9,101,870,12,3,1572,20,55,Yes,2,Placed,10.78
ST08809,23,Male,Uttar Pradesh,CSE,Tier-1,6.67,71.01,258,38,76,6,0,4,60,480,34,5,1929,0,75,No,3,Placed,11.58
ST08810,23,Female,Kerala,CSE,Tier-2,5.4,62.94,172,25,66,3,0,2,117,555,27,0,1181,17,64,No,3,Placed,8.21
ST08811,23,Male,Karnataka,EEE,Tier-2,6.86,73.49,80,32,79,1,1,4,53,462,47,1,684,18,79,No,1,Placed,6.38
ST08812,25,Female,Andhra Pradesh,EEE,Tier-1,7.03,66.9,295,42,88,4,2,2,67,426,37,3,1045,2,68,Yes,5,Placed,9.11
ST08813,21,Male,Maharashtra,Mechanical,Tier-3,8.96,79.95,189,34,57,4,1,2,57,322,26,1,589,18,54,No,2,Not Placed,0
ST08814,24,Male,Rajasthan,Chemical,Tier-3,7.33,76.03,157,16,39,3,0,5,57,553,21,1,661,28,35,Yes,2,Not Placed,0
ST08815,24,Male,Bihar,Chemical,Tier-1,9.24,83.15,284,46,100,5,3,4,76,398,50,2,1139,18,72,No,0,Placed,13.47
ST08816,20,Male,Haryana,AIML,Tier-2,6.89,84.15,235,30,38,6,0,4,189,613,14,4,1585,13,41,Yes,2,Not Placed,0
ST08817,23,Female,Gujarat,IT,Tier-2,8.39,76.26,230,37,54,5,0,4,64,324,64,3,1184,15,61,No,0,Placed,6.8
ST08818,22,Male,Maharashtra,ECE,Tier-3,7.56,71.98,108,43,62,3,0,1,25,307,12,1,676,13,44,Yes,2,Not Placed,0
ST08819,22,Male,Jharkhand,CSE,Tier-2,6.81,70.22,207,48,59,9,0,6,97,653,58,2,1442,11,52,No,1,Placed,13.81
ST08820,23,Female,Tamil Nadu,CSE,Tier-3,7.57,63.82,159,46,53,4,0,5,101,616,53,1,1631,3,46,No,1,Not Placed,0
ST08821,21,Male,West Bengal,Civil,Tier-2,7.32,79.93,93,49,61,4,2,3,51,265,2,4,690,13,62,No,4,Not Placed,0
ST08822,21,Male,Tamil Nadu,IT,Tier-1,7.49,66.9,277,38,75,7,1,8,119,533,51,3,1632,44,69,Yes,1,Placed,11.65
ST08823,22,Male,Haryana,ECE,Tier-2,6.09,76.66,77,35,39,4,2,1,47,199,52,3,737,36,33,No,3,Placed,7.23
ST08824,22,Male,Uttar Pradesh,Mechanical,Tier-2,9.17,72.97,181,66,67,2,0,2,122,624,42,2,1145,24,48,No,1,Placed,6.18
ST08825,23,Female,Uttar Pradesh,Mechanical,Tier-3,7.81,63.12,196,29,52,2,2,4,89,461,53,1,1005,3,55,No,5,Placed,4.16
ST08826,23,Male,Maharashtra,Civil,Tier-3,6.4,53.42,66,36,61,4,0,1,40,287,0,1,446,10,50,Yes,4,Not Placed,0
ST08827,22,Male,Andhra Pradesh,Civil,Tier-3,7.68,80.53,130,44,50,4,1,4,67,347,28,2,495,23,42,No,1,Not Placed,0
ST08828,24,Male,Tamil Nadu,AIML,Tier-1,7.45,82.67,260,35,47,7,2,8,139,521,26,0,1995,22,45,No,2,Placed,22.76
ST08829,20,Male,Bihar,EEE,Tier-2,8.69,80.24,119,49,64,4,2,8,49,291,36,1,642,25,56,No,0,Placed,6.91
ST08830,24,Male,Punjab,CSE,Tier-3,7.1,65.32,144,49,29,2,2,0,87,422,11,2,1108,18,44,No,2,Not Placed,0
ST08831,19,Male,Odisha,Chemical,Tier-3,7.31,64.98,99,28,57,5,0,3,65,546,33,1,576,23,55,No,0,Not Placed,0
ST08832,21,Male,Uttar Pradesh,AIML,Tier-2,6.97,68.9,279,49,93,0,1,8,66,708,67,1,1967,8,76,No,2,Not Placed,0
ST08833,19,Male,West Bengal,IT,Tier-2,7.91,81.5,201,52,46,3,2,3,133,535,0,2,1715,14,43,No,2,Placed,5.81
ST08834,21,Male,Telangana,Chemical,Tier-1,7.74,72.63,164,18,49,7,1,2,,350,9,0,711,4,51,No,0,Placed,8.62
ST08835,21,Male,Madhya Pradesh,EEE,Tier-2,8.56,66.9,194,35,58,3,0,7,110,470,32,3,759,25,54,No,2,Placed,7.19
ST08836,19,Male,Tamil Nadu,AIML,Tier-2,7.76,68.42,301,52,50,7,1,1,76,638,54,4,1957,32,50,No,1,Placed,11
ST08837,22,Male,Tamil Nadu,CSE,Tier-2,9.58,81.83,248,74,59,3,2,10,126,522,42,0,1634,30,57,Yes,5,Placed,12.06
ST08838,22,Female,Uttar Pradesh,ECE,Tier-2,7.38,81.9,182,43,45,4,0,5,40,247,23,1,597,12,43,No,0,Placed,8.79
ST08839,20,Male,Telangana,EEE,Tier-2,6.83,76.11,110,37,38,3,5,1,59,253,18,2,667,13,43,No,1,Placed,9.84
ST08840,22,Male,Kerala,EEE,Tier-2,6.88,65.92,105,34,11,3,2,3,40,244,23,1,722,6,23,No,1,Not Placed,0
ST08841,20,Female,Karnataka,CSE,Tier-2,6.89,71.67,218,47,38,3,2,3,250,877,18,6,1350,14,38,No,1,Placed,11.73
ST08842,20,Male,West Bengal,Mechanical,Tier-3,6.66,78.26,68,25,51,2,0,1,62,270,75,2,618,19,55,No,1,Not Placed,0
ST08843,20,Male,Tamil Nadu,IT,Tier-2,8.79,77.62,303,55,69,4,1,5,74,362,76,4,1858,28,70,No,0,Placed,10.05
ST08844,21,Female,Maharashtra,Chemical,Tier-3,7.13,61.4,126,33,57,4,0,1,91,310,44,2,764,23,48,No,3,Not Placed,0
ST08845,22,Male,Odisha,EEE,Tier-1,8.01,70.67,196,23,73,4,1,4,62,413,42,5,1003,7,61,No,3,Placed,6.92
ST08846,21,Male,Punjab,Civil,Tier-3,6.27,50,48,23,60,3,1,2,15,80,30,0,272,16,61,No,2,Not Placed,0
ST08847,22,Male,Odisha,CSE,Tier-1,7.75,76.81,281,36,53,13,1,5,98,649,19,4,1366,15,60,No,4,Placed,10.9
ST08848,21,Male,Uttar Pradesh,Civil,Tier-3,5.36,76.23,104,15,20,5,1,3,52,228,25,3,445,30,22,No,3,Not Placed,0
ST08849,22,Male,Rajasthan,Civil,Tier-1,8.06,85.99,291,67,60,3,2,3,97,953,26,1,1341,29,55,No,1,Placed,10.8
ST08850,25,Male,West Bengal,ECE,Tier-3,6.9,71.52,78,32,25,4,0,4,18,312,45,3,388,10,42,No,2,Not Placed,0
ST08851,21,Male,Delhi,Chemical,Tier-2,8.87,72.05,157,34,58,5,0,3,44,215,4,3,634,25,54,Yes,4,Placed,6.43
ST08852,20,Male,Maharashtra,Mechanical,Tier-3,8.06,74.16,149,58,47,3,0,5,40,253,41,3,744,40,52,No,4,Not Placed,0
ST08853,20,Male,Maharashtra,Chemical,Tier-2,8.19,77.12,111,30,85,1,2,2,78,283,35,3,714,26,69,No,2,Placed,2.82
ST08854,21,Male,Karnataka,Mechanical,Tier-2,6.76,80.23,79,16,73,2,0,2,24,224,56,2,501,23,65,No,1,Not Placed,0
ST08855,21,Male,Rajasthan,Civil,Tier-3,7.66,76.98,97,60,56,5,2,2,25,139,51,3,436,32,60,No,1,Not Placed,0
ST08856,20,Male,Punjab,CSE,Tier-2,9.17,67.5,289,43,46,9,1,4,144,786,29,3,2130,18,45,No,3,Placed,12.2
ST08857,23,Male,West Bengal,CSE,Tier-1,7.11,78.28,225,49,41,4,3,5,185,718,30,2,1559,13,41,Yes,2,Placed,10.74
ST08858,24,Male,Karnataka,ECE,Tier-3,6.64,57.79,83,56,80,3,2,0,35,208,55,2,580,18,53,Yes,2,Placed,7.44
ST08859,20,Female,Punjab,Mechanical,Tier-3,7.4,74.94,178,18,47,1,1,1,51,540,52,1,639,20,41,No,0,Not Placed,0
ST08860,20,Other,Maharashtra,AIML,Tier-2,7.72,86.37,237,30,60,6,2,4,113,559,51,2,1306,20,56,No,2,Placed,11.69
ST08861,20,Male,Madhya Pradesh,IT,Tier-2,8.08,64.38,223,43,43,4,3,6,79,596,,4,1435,25,47,No,1,Placed,10.17
ST08862,21,Male,Uttar Pradesh,CSE,Tier-2,7.97,74.56,436,58,80,3,1,9,98,980,49,4,2500,19,74,No,0,Placed,10.93
ST08863,23,Female,Gujarat,Chemical,Tier-1,7.96,74.91,192,51,49,6,0,3,56,390,,1,897,10,39,Yes,3,Placed,10.07
ST08864,21,Male,Karnataka,Mechanical,Tier-2,6.91,72.05,152,40,49,3,1,4,42,453,42,4,801,23,55,No,3,Placed,3.9
ST08865,19,Other,Tamil Nadu,CSE,Tier-1,9.45,85.92,340,59,69,5,5,5,207,1377,33,3,1872,27,66,Yes,5,Placed,36.75
ST08866,21,Female,Telangana,CSE,Tier-3,8.65,72.87,208,38,64,6,2,6,116,406,40,5,1822,18,67,No,2,Placed,7.17
ST08867,19,Female,Telangana,Chemical,Tier-3,7.77,79.5,94,50,44,4,0,3,42,206,0,3,372,16,53,Yes,7,Not Placed,0
ST08868,21,Male,Maharashtra,IT,Tier-2,8.58,75.53,255,44,56,0,1,7,149,603,30,2,1774,12,57,Yes,4,Placed,12.67
ST08869,21,Male,Andhra Pradesh,EEE,Tier-2,7.49,74.8,97,48,45,2,0,0,25,219,29,2,748,6,53,No,2,Placed,9.36
ST08870,22,Male,Maharashtra,Chemical,Tier-3,6.35,60.44,256,26,48,2,0,1,85,478,29,1,1068,0,52,No,1,Not Placed,0
ST08871,21,Male,Bihar,Chemical,Tier-3,8.14,83.51,90,44,57,3,0,3,36,276,2,0,720,22,59,No,2,Not Placed,0
ST08872,23,Female,Uttar Pradesh,CSE,Tier-1,6.71,72.54,359,24,85,4,2,7,107,521,25,0,2320,27,74,Yes,9,Placed,21.59
ST08873,18,Other,Uttar Pradesh,EEE,Tier-2,9.29,83.84,145,54,57,3,1,7,83,287,12,2,639,24,53,No,1,Placed,2.49
ST08874,22,Male,Andhra Pradesh,Chemical,Tier-3,6.43,78.4,66,30,31,2,1,4,70,297,29,4,393,15,40,No,1,Not Placed,0
ST08875,18,Male,Punjab,CSE,Tier-3,8.59,75.47,230,41,74,5,0,5,120,634,,4,1454,17,56,No,5,Placed,14.86
ST08876,20,Female,Maharashtra,EEE,Tier-2,9.14,77.46,249,51,66,3,5,5,71,466,48,3,987,22,59,No,3,Placed,12.9
ST08877,23,Female,Gujarat,Mechanical,Tier-1,6.64,58.74,200,12,69,0,4,3,58,306,0,2,772,2,64,No,3,Placed,8.4
ST08878,22,Female,Madhya Pradesh,CSE,Tier-3,6.16,70.92,139,46,76,3,0,2,46,199,69,0,1402,19,71,Yes,5,Not Placed,0
ST08879,20,Male,Uttar Pradesh,IT,Tier-2,7.98,85.11,376,29,79,0,2,2,145,821,30,3,2263,34,59,Yes,5,Placed,10.72
ST08880,21,Other,Maharashtra,AIML,Tier-1,9.11,78.75,335,42,47,6,1,4,164,1487,19,3,2068,29,39,No,1,Placed,42.1
ST08881,22,Male,Karnataka,CSE,Tier-3,8,69.79,243,34,46,5,0,6,139,685,19,2,1881,19,45,No,3,Placed,6.29
ST08882,24,Male,Bihar,CSE,Tier-2,6.85,78.12,194,12,34,6,1,1,101,468,46,2,1542,0,46,No,2,Not Placed,0
ST08883,22,Male,Maharashtra,IT,Tier-2,8.87,68.33,259,60,54,5,3,6,81,739,28,3,1515,27,60,No,3,Placed,10.61
ST08884,18,Male,Maharashtra,EEE,Tier-1,9.72,76.81,189,54,67,4,5,3,41,361,72,4,542,39,54,No,1,Placed,13.53
ST08885,21,Female,Bihar,Chemical,Tier-1,7,67.7,191,38,37,3,1,4,59,343,12,1,861,17,37,No,2,Placed,8.83
ST08886,20,Male,Kerala,Chemical,Tier-2,7.89,81.46,309,67,53,2,0,6,74,461,44,6,1128,23,48,No,2,Placed,3.99
ST08887,19,Male,Telangana,Civil,Tier-3,7.95,77.03,141,34,42,3,1,5,42,265,21,1,827,26,44,Yes,6,Not Placed,0
ST08888,21,Male,Maharashtra,Mechanical,Tier-3,7.18,68.84,160,15,65,4,2,2,38,379,75,2,959,10,64,No,1,Not Placed,0
ST08889,22,Female,Delhi,CSE,Tier-2,6.8,68.18,193,42,80,1,3,5,67,557,52,5,1718,15,65,No,0,Placed,10.25
ST08890,19,Male,Haryana,IT,Tier-2,6.66,72.51,200,43,72,3,2,4,128,535,43,5,1300,22,70,No,1,Placed,6.41
ST08891,22,Male,Tamil Nadu,Mechanical,Tier-2,6.05,70.77,113,2,51,4,1,2,39,245,44,2,653,13,47,Yes,2,Not Placed,0
ST08892,22,Male,Karnataka,Chemical,Tier-2,8.3,77.6,179,24,67,1,1,4,43,312,61,0,844,36,60,No,1,Placed,7.17
ST08893,22,Male,Madhya Pradesh,ECE,Tier-3,6.98,67.65,91,44,43,2,0,4,47,377,13,0,530,29,47,No,2,Placed,5.74
ST08894,20,Male,Rajasthan,Mechanical,Tier-2,8.98,86.25,170,47,42,3,3,1,98,502,48,1,854,17,43,No,4,Placed,11.79
ST08895,21,Male,Uttar Pradesh,Chemical,Tier-2,8.03,86.86,102,54,43,8,3,4,68,300,38,1,711,24,41,No,1,Placed,9.31
ST08896,19,Male,Madhya Pradesh,EEE,Tier-2,7.49,83.88,159,41,72,4,2,3,98,337,52,2,895,12,65,No,1,Not Placed,0
ST08897,20,Female,Delhi,Mechanical,Tier-3,8.65,86.22,108,51,75,4,1,5,39,324,27,5,574,7,62,No,2,Not Placed,0
ST08898,20,Female,Bihar,Chemical,Tier-1,7.75,91.44,155,47,61,4,2,4,123,451,0,2,566,16,60,Yes,4,Placed,10.86
ST08899,20,Male,Maharashtra,Mechanical,Tier-1,7.33,68.57,275,40,73,5,0,1,93,414,20,2,939,18,72,No,3,Placed,9.58
